lat,lon,risk,row,col
1120873.3428608703,647779.469215034,0.9923692941665649,148,1084
1118053.3428608703,653259.469215034,0.9923686981201172,430,1632
1115053.3428608703,640839.469215034,0.9923686981201172,730,390
1118333.3428608703,650439.469215034,0.9923685789108276,402,1350
1120243.3428608703,641239.469215034,0.9923669099807739,211,430
1110873.3428608703,654719.469215034,0.9923669099807739,1148,1778
1109233.3428608703,655449.469215034,0.9923667907714844,1312,1851
1111593.3428608703,637849.469215034,0.9923659563064575,1076,91
1118003.3428608703,653129.469215034,0.992365837097168,435,1619
1120873.3428608703,645209.469215034,0.9923650026321411,148,827
1104533.3428608703,647559.469215034,0.9923644065856934,1782,1062
1110443.3428608703,654339.469215034,0.9923642873764038,1191,1740
1121063.3428608703,644059.469215034,0.9923639297485352,129,712
1121043.3428608703,647749.469215034,0.9923638105392456,131,1081
1120283.3428608703,644799.469215034,0.9923632144927979,207,786
1114383.3428608703,647359.469215034,0.9923627376556396,797,1042
1111753.3428608703,655649.469215034,0.9923626184463501,1060,1871
1121843.3428608703,647319.469215034,0.992362380027771,51,1038
1113003.3428608703,647459.469215034,0.9923615455627441,935,1052
1118703.3428608703,650349.469215034,0.992361307144165,365,1341
1120843.3428608703,645169.469215034,0.9923609495162964,151,823
1119343.3428608703,649079.469215034,0.9923605918884277,301,1214
1118043.3428608703,653389.469215034,0.9923596382141113,431,1645
1120323.3428608703,641149.469215034,0.9923592805862427,203,421
1115063.3428608703,644449.469215034,0.9923591613769531,729,751
1111793.3428608703,655449.469215034,0.9923574924468994,1056,1851
1118653.3428608703,650319.469215034,0.9923571348190308,370,1338
1118713.3428608703,649639.469215034,0.9923566579818726,364,1270
1118293.3428608703,650239.469215034,0.9923566579818726,406,1330
1112783.3428608703,637839.469215034,0.9923566579818726,957,90
1112723.3428608703,646529.469215034,0.9923558235168457,963,959
1122133.3428608703,647499.469215034,0.9923557043075562,22,1056
1118643.3428608703,650419.469215034,0.9923549890518188,371,1348
1100543.3428608703,655899.469215034,0.9923546314239502,2181,1896
1118703.3428608703,650409.469215034,0.992354154586792,365,1347
1116503.3428608703,649429.469215034,0.9923539161682129,585,1249
1118023.3428608703,653269.469215034,0.9923534393310547,433,1633
1121823.3428608703,655359.469215034,0.992351770401001,53,1842
1120003.3428608703,644669.469215034,0.992351770401001,235,773
1122083.3428608703,657939.469215034,0.9923515319824219,27,2100
1107163.3428608703,651239.469215034,0.9923514127731323,1519,1430
1119703.3428608703,642979.469215034,0.9923512935638428,265,604
1113033.3428608703,646849.469215034,0.9923508167266846,932,991
1112133.3428608703,652009.469215034,0.9923503398895264,1022,1507
1121853.3428608703,647549.469215034,0.9923502206802368,50,1061
1100753.3428608703,656149.469215034,0.9923491477966309,2160,1921
1117253.3428608703,646389.469215034,0.9923490285873413,510,945
1116493.3428608703,647229.469215034,0.9923489093780518,586,1029
1107033.3428608703,655119.469215034,0.9923478364944458,1532,1818
1122173.3428608703,645999.469215034,0.9923477172851562,18,906
1109613.3428608703,653519.469215034,0.9923475980758667,1274,1658
1119723.3428608703,642979.469215034,0.9923471212387085,263,604
1118003.3428608703,653429.469215034,0.9923471212387085,435,1649
1101333.3428608703,656329.469215034,0.9923467636108398,2102,1939
1112613.3428608703,656509.469215034,0.9923466444015503,974,1957
1119073.3428608703,637179.469215034,0.9923458099365234,328,24
1110573.3428608703,654359.469215034,0.9923458099365234,1178,1742
1110643.3428608703,654629.469215034,0.9923452138900757,1171,1769
1113283.3428608703,638439.469215034,0.9923450946807861,907,150
1118333.3428608703,650469.469215034,0.9923443794250488,402,1353
1119383.3428608703,653279.469215034,0.992343544960022,297,1634
1109603.3428608703,653509.469215034,0.9923429489135742,1275,1657
1101363.3428608703,645599.469215034,0.9923429489135742,2099,866
1100813.3428608703,656259.469215034,0.9923427104949951,2154,1932
1107063.3428608703,655329.469215034,0.992342472076416,1529,1839
1121743.3428608703,655379.469215034,0.9923423528671265,61,1844
1114173.3428608703,642979.469215034,0.9923419952392578,818,604
1121073.3428608703,647759.469215034,0.9923418760299683,128,1082
1107563.3428608703,652569.469215034,0.9923415184020996,1479,1563
1118413.3428608703,658059.469215034,0.9923412799835205,394,2112
1121123.3428608703,647099.469215034,0.992341160774231,123,1016
1121973.3428608703,646999.469215034,0.9923409223556519,38,1006
1109583.3428608703,653489.469215034,0.9923408031463623,1277,1655
1107213.3428608703,654199.469215034,0.9923406839370728,1514,1726
1118303.3428608703,650179.469215034,0.9923403263092041,405,1324
1118443.3428608703,650249.469215034,0.9923399686813354,391,1331
1110433.3428608703,647399.469215034,0.9923393726348877,1192,1046
1120003.3428608703,644539.469215034,0.9923392534255981,235,760
1118343.3428608703,650159.469215034,0.9923379421234131,401,1322
1116953.3428608703,649679.469215034,0.9923373460769653,540,1274
1101293.3428608703,656499.469215034,0.9923369884490967,2106,1956
1116503.3428608703,649529.469215034,0.9923367500305176,585,1259
1114643.3428608703,638369.469215034,0.9923367500305176,771,143
1109693.3428608703,653149.469215034,0.9923359155654907,1266,1621
1121683.3428608703,647679.469215034,0.9923357963562012,67,1074
1121253.3428608703,644829.469215034,0.992335319519043,110,789
1100963.3428608703,656419.469215034,0.9923349618911743,2139,1948
1107433.3428608703,654539.469215034,0.9923343658447266,1492,1760
1111673.3428608703,650099.469215034,0.9923341274261475,1068,1316
1117313.3428608703,658179.469215034,0.9923340082168579,504,2124
1110783.3428608703,654619.469215034,0.9923340082168579,1157,1768
1118643.3428608703,648549.469215034,0.9923335313796997,371,1161
1110543.3428608703,654459.469215034,0.992332935333252,1181,1752
1104753.3428608703,648829.469215034,0.9923325777053833,1760,1189
1115523.3428608703,641539.469215034,0.9923323392868042,683,460
1116133.3428608703,643079.469215034,0.9923319816589355,622,614
1120253.3428608703,641229.469215034,0.9923311471939087,210,429
1112093.3428608703,657229.469215034,0.9923299551010132,1026,2029
1118623.3428608703,650429.469215034,0.9923295974731445,373,1349
1120973.3428608703,644159.469215034,0.992329478263855,138,722
1121843.3428608703,647539.469215034,0.9923293590545654,51,1060
1118623.3428608703,650279.469215034,0.9923286437988281,373,1334
1122113.3428608703,647509.469215034,0.9923259019851685,24,1057
1109433.3428608703,653229.469215034,0.9923251867294312,1292,1629
1121653.3428608703,657019.469215034,0.992324948310852,70,2008
1116523.3428608703,655329.469215034,0.9923239946365356,583,1839
1119923.3428608703,653289.469215034,0.9923235177993774,243,1635
1117293.3428608703,658249.469215034,0.9923231601715088,506,2131
1100963.3428608703,656389.469215034,0.9923229217529297,2139,1945
1120623.3428608703,641119.469215034,0.9923228025436401,173,418
1115133.3428608703,637709.469215034,0.9923223257064819,722,77
1107443.3428608703,654539.469215034,0.9923222064971924,1491,1760
1121143.3428608703,646979.469215034,0.9923216104507446,121,1004
1117333.3428608703,658179.469215034,0.9923210144042969,502,2124
1115983.3428608703,642989.469215034,0.9923185110092163,637,605
1120173.3428608703,644889.469215034,0.9923180341720581,218,795
1119013.3428608703,656329.469215034,0.9923170804977417,334,1939
1100993.3428608703,656379.469215034,0.9923168420791626,2136,1944
1121303.3428608703,644689.469215034,0.992316484451294,105,775
1113153.3428608703,646089.469215034,0.992316484451294,920,915
1109393.3428608703,652909.469215034,0.992316484451294,1296,1597
1119093.3428608703,637159.469215034,0.9923161268234253,326,22
1121643.3428608703,645219.469215034,0.9923148155212402,71,828
1118483.3428608703,650339.469215034,0.9923148155212402,387,1340
1110363.3428608703,654199.469215034,0.9923139810562134,1199,1726
1121833.3428608703,647489.469215034,0.9923136234283447,52,1055
1115313.3428608703,640689.469215034,0.9923124313354492,704,375
1112663.3428608703,637739.469215034,0.9923124313354492,969,80
1110093.3428608703,653809.469215034,0.9923124313354492,1226,1687
1120203.3428608703,638739.469215034,0.9923123121261597,215,180
1110543.3428608703,654289.469215034,0.9923120737075806,1181,1735
1109543.3428608703,653239.469215034,0.9923112392425537,1281,1630
1116613.3428608703,642489.469215034,0.9923105239868164,574,555
1121493.3428608703,645779.469215034,0.9923100471496582,86,884
1121163.3428608703,644959.469215034,0.9923080205917358,119,802
1108593.3428608703,651099.469215034,0.9923073053359985,1376,1416
1119763.3428608703,648679.469215034,0.9923058748245239,259,1174
1100943.3428608703,656359.469215034,0.9923058748245239,2141,1942
1102653.3428608703,656859.469215034,0.9923056364059448,1970,1992
1114173.3428608703,643639.469215034,0.9923044443130493,818,670
1117843.3428608703,658549.469215034,0.9923039674758911,451,2161
1100863.3428608703,656309.469215034,0.9923038482666016,2149,1937
1116323.3428608703,641599.469215034,0.992302656173706,603,466
1108583.3428608703,638309.469215034,0.9923019409179688,1377,137
1117843.3428608703,643589.469215034,0.9923017024993896,451,665
1103463.3428608703,648809.469215034,0.992301344871521,1889,1187
1111793.3428608703,655669.469215034,0.9923012256622314,1056,1873
1110513.3428608703,654279.469215034,0.9923006296157837,1184,1734
1112473.3428608703,640209.469215034,0.9923000335693359,988,327
1120903.3428608703,645219.469215034,0.9922996759414673,145,828
1116653.3428608703,650939.469215034,0.9922993183135986,570,1400
1117023.3428608703,658389.469215034,0.9922986030578613,533,2145
1120843.3428608703,645149.469215034,0.9922984838485718,151,821
1112073.3428608703,651999.469215034,0.992297887802124,1028,1506
1112703.3428608703,657029.469215034,0.9922975301742554,965,2009
1115983.3428608703,642979.469215034,0.9922970533370972,637,604
1121893.3428608703,652599.469215034,0.9922957420349121,46,1566
1119083.3428608703,637179.469215034,0.9922947883605957,327,24
1110173.3428608703,650399.469215034,0.9922945499420166,1218,1346
1113023.3428608703,647759.469215034,0.992294430732727,933,1082
1100763.3428608703,656329.469215034,0.9922939538955688,2159,1939
1110213.3428608703,650599.469215034,0.9922932386398315,1214,1366
1119913.3428608703,653339.469215034,0.992293119430542,244,1640
1113053.3428608703,646819.469215034,0.9922925233840942,930,988
1121163.3428608703,641319.469215034,0.9922922849655151,119,438
1121843.3428608703,647429.469215034,0.9922921657562256,51,1049
1104743.3428608703,652499.469215034,0.9922921657562256,1761,1556
1110173.3428608703,650409.469215034,0.9922919273376465,1218,1347
1102843.3428608703,648859.469215034,0.9922915697097778,1951,1192
1119313.3428608703,638189.469215034,0.9922897815704346,304,125
1116333.3428608703,641129.469215034,0.9922894239425659,602,419
1110173.3428608703,650419.469215034,0.9922894239425659,1218,1348
1120853.3428608703,645139.469215034,0.9922889471054077,150,820
1120433.3428608703,644119.469215034,0.9922884702682495,192,718
1109633.3428608703,637739.469215034,0.9922877550125122,1272,80
1121663.3428608703,647639.469215034,0.9922873973846436,69,1070
1120883.3428608703,645199.469215034,0.9922864437103271,147,826
1107683.3428608703,653849.469215034,0.9922863245010376,1467,1691
1117293.3428608703,658139.469215034,0.992286205291748,506,2120
1110113.3428608703,653709.469215034,0.9922857284545898,1224,1677
1107513.3428608703,652549.469215034,0.9922856092453003,1484,1561
1120263.3428608703,641229.469215034,0.9922850131988525,209,429
1110133.3428608703,650399.469215034,0.992284893989563,1222,1346
1114993.3428608703,640899.469215034,0.9922845363616943,736,396
1105093.3428608703,637439.469215034,0.9922839403152466,1726,50
1121653.3428608703,645209.469215034,0.992283821105957,70,827
1100803.3428608703,656329.469215034,0.992283821105957,2155,1939
1122033.3428608703,646959.469215034,0.9922837018966675,32,1002
1103603.3428608703,648969.469215034,0.9922828674316406,1875,1203
1114143.3428608703,643359.469215034,0.9922823905944824,821,642
1119343.3428608703,657189.469215034,0.9922820329666138,301,2025
1113823.3428608703,636969.469215034,0.9922816753387451,853,3
1121123.3428608703,644939.469215034,0.9922795295715332,123,800
1118463.3428608703,650559.469215034,0.9922792911529541,389,1362
1115983.3428608703,642969.469215034,0.9922792911529541,637,603
1121233.3428608703,658719.469215034,0.9922778606414795,112,2178
1119763.3428608703,644399.469215034,0.9922778606414795,259,746
1104013.3428608703,657509.469215034,0.9922772645950317,1834,2057
1118593.3428608703,650369.469215034,0.9922771453857422,376,1343
1117263.3428608703,646399.469215034,0.9922757148742676,509,946
1110193.3428608703,650549.469215034,0.9922757148742676,1216,1361
1115103.3428608703,637209.469215034,0.9922754764556885,725,27
1122163.3428608703,646009.469215034,0.9922749996185303,19,907
1121643.3428608703,645209.469215034,0.9922749996185303,71,827
1112343.3428608703,656069.469215034,0.9922746419906616,1001,1913
1114403.3428608703,637839.469215034,0.9922741651535034,795,90
1119343.3428608703,649029.469215034,0.9922739267349243,301,1209
1101883.3428608703,649559.469215034,0.9922738075256348,2047,1262
1118063.3428608703,658469.469215034,0.9922729730606079,429,2153
1117333.3428608703,651679.469215034,0.9922728538513184,502,1474
1112773.3428608703,646589.469215034,0.9922727346420288,958,965
1121863.3428608703,643139.469215034,0.9922726154327393,49,620
1118953.3428608703,650889.469215034,0.9922715425491333,340,1395
1114343.3428608703,638439.469215034,0.9922709465026855,801,150
1111583.3428608703,655379.469215034,0.992270827293396,1077,1844
1111783.3428608703,655659.469215034,0.9922699928283691,1057,1872
1122223.3428608703,645939.469215034,0.9922698736190796,13,900
1110833.3428608703,650359.469215034,0.9922693967819214,1152,1342
1110413.3428608703,647389.469215034,0.9922690391540527,1194,1045
1120393.3428608703,641129.469215034,0.9922689199447632,196,419
1120093.3428608703,644439.469215034,0.9922689199447632,226,750
1112783.3428608703,646569.469215034,0.9922686815261841,957,963
1100683.3428608703,656109.469215034,0.9922686815261841,2167,1917
1101093.3428608703,656489.469215034,0.9922685623168945,2126,1955
1113503.3428608703,653419.469215034,0.992268443107605,885,1648
1103473.3428608703,648809.469215034,0.9922682046890259,1888,1187
1108583.3428608703,651129.469215034,0.9922674894332886,1377,1419
1110273.3428608703,653549.469215034,0.992267370223999,1208,1661
1121833.3428608703,658749.469215034,0.9922672510147095,52,2181
1115683.3428608703,642069.469215034,0.9922672510147095,667,513
1109533.3428608703,653249.469215034,0.9922665357589722,1282,1631
1100363.3428608703,639269.469215034,0.9922647476196289,2199,233
1118573.3428608703,657559.469215034,0.992263674736023,378,2062
1119233.3428608703,657929.469215034,0.9922630786895752,312,2099
1114833.3428608703,645209.469215034,0.9922622442245483,752,827
1118763.3428608703,650529.469215034,0.9922611713409424,359,1359
1107803.3428608703,651929.469215034,0.9922605752944946,1455,1499
1118443.3428608703,650259.469215034,0.9922600984573364,391,1332
1110563.3428608703,654299.469215034,0.9922597408294678,1179,1736
1120403.3428608703,644829.469215034,0.99225914478302,195,789
1101863.3428608703,647919.469215034,0.9922584295272827,2049,1098
1107863.3428608703,651889.469215034,0.9922583103179932,1449,1495
1110213.3428608703,651309.469215034,0.9922574758529663,1214,1437
1122103.3428608703,646919.469215034,0.9922571182250977,25,998
1118373.3428608703,650309.469215034,0.9922564029693604,398,1337
1121933.3428608703,657469.469215034,0.992255449295044,42,2053
1102023.3428608703,652149.469215034,0.9922541379928589,2033,1521
1100843.3428608703,656269.469215034,0.9922538995742798,2151,1933
1111173.3428608703,654879.469215034,0.9922534227371216,1118,1794
1114813.3428608703,644429.469215034,0.9922529458999634,754,749
1101283.3428608703,656489.469215034,0.9922525882720947,2107,1955
1120253.3428608703,644769.469215034,0.9922522306442261,210,783
1117013.3428608703,658409.469215034,0.9922513961791992,534,2147
1119093.3428608703,637179.469215034,0.9922512769699097,326,24
1121313.3428608703,644689.469215034,0.9922510385513306,104,775
1111683.3428608703,655549.469215034,0.9922504425048828,1067,1861
1111783.3428608703,652429.469215034,0.9922502040863037,1057,1549
1121853.3428608703,657259.469215034,0.9922500848770142,50,2032
1110683.3428608703,654649.469215034,0.9922497272491455,1167,1771
1112313.3428608703,656109.469215034,0.9922488927841187,1004,1917
1121903.3428608703,658539.469215034,0.9922479391098022,45,2160
1112943.3428608703,646759.469215034,0.992246150970459,941,982
1112513.3428608703,652279.469215034,0.9922460317611694,984,1534
1118303.3428608703,654999.469215034,0.9922457933425903,405,1806
1119233.3428608703,648049.469215034,0.9922455549240112,312,1111
1107413.3428608703,654609.469215034,0.9922453165054321,1494,1767
1120053.3428608703,644549.469215034,0.9922448396682739,230,761
1112843.3428608703,646589.469215034,0.9922447204589844,951,965
1120403.3428608703,640809.469215034,0.9922442436218262,195,387
1109643.3428608703,652819.469215034,0.9922440052032471,1271,1588
1122193.3428608703,647599.469215034,0.9922434091567993,16,1066
1111203.3428608703,652459.469215034,0.9922432899475098,1115,1552
1115993.3428608703,652319.469215034,0.9922430515289307,636,1538
1121853.3428608703,647599.469215034,0.992242693901062,50,1066
1120573.3428608703,640719.469215034,0.9922422170639038,178,378
1115993.3428608703,643009.469215034,0.9922419786453247,636,607
1112383.3428608703,652129.469215034,0.9922417402267456,997,1519
1120993.3428608703,647679.469215034,0.992241382598877,136,1074
1107313.3428608703,653749.469215034,0.9922410249710083,1504,1681
1116073.3428608703,643079.469215034,0.9922400712966919,628,614
1114923.3428608703,648269.469215034,0.9922398328781128,743,1133
1100963.3428608703,656439.469215034,0.9922389984130859,2139,1950
1115533.3428608703,641469.469215034,0.9922387599945068,682,453
1120473.3428608703,644849.469215034,0.9922386407852173,188,791
1118203.3428608703,653529.469215034,0.9922385215759277,415,1659
1115253.3428608703,640739.469215034,0.9922384023666382,710,380
1120043.3428608703,644539.469215034,0.9922380447387695,231,760
1118313.3428608703,650149.469215034,0.9922364950180054,404,1321
1120393.3428608703,640799.469215034,0.9922360181808472,196,386
1110183.3428608703,650619.469215034,0.9922356605529785,1217,1368
1102103.3428608703,645049.469215034,0.9922356605529785,2025,811
1109593.3428608703,653509.469215034,0.9922353029251099,1276,1657
1109243.3428608703,655419.469215034,0.9922353029251099,1311,1848
1115453.3428608703,646279.469215034,0.9922335147857666,690,934
1118193.3428608703,653479.469215034,0.992233395576477,416,1654
1121353.3428608703,644699.469215034,0.9922332763671875,100,776
1121123.3428608703,647169.469215034,0.9922326803207397,123,1023
1121853.3428608703,657249.469215034,0.9922323226928711,50,2031
1116933.3428608703,650709.469215034,0.9922322034835815,542,1377
1109613.3428608703,640579.469215034,0.9922319650650024,1274,364
1101743.3428608703,645519.469215034,0.9922319650650024,2061,858
1110113.3428608703,654349.469215034,0.9922317266464233,1224,1741
1108363.3428608703,640629.469215034,0.9922313690185547,1399,369
1118613.3428608703,650559.469215034,0.9922312498092651,374,1362
1113283.3428608703,657909.469215034,0.9922305345535278,907,2097
1118633.3428608703,649669.469215034,0.9922300577163696,372,1273
1119703.3428608703,642929.469215034,0.9922293424606323,265,599
1116943.3428608703,650659.469215034,0.9922293424606323,541,1372
1109263.3428608703,655409.469215034,0.9922291040420532,1309,1847
1115163.3428608703,640799.469215034,0.9922288656234741,719,386
1101963.3428608703,649479.469215034,0.9922268390655518,2039,1254
1119323.3428608703,657729.469215034,0.9922264814376831,303,2079
1121843.3428608703,647619.469215034,0.9922257661819458,51,1068
1121253.3428608703,653749.469215034,0.9922256469726562,110,1681
1110783.3428608703,654699.469215034,0.9922255277633667,1157,1776
1112783.3428608703,640279.469215034,0.9922254085540771,957,334
1110403.3428608703,647459.469215034,0.9922242164611816,1195,1052
1120573.3428608703,640829.469215034,0.9922239780426025,178,389
1100793.3428608703,656249.469215034,0.9922232627868652,2156,1931
1108303.3428608703,640229.469215034,0.9922211170196533,1405,329
1104823.3428608703,645809.469215034,0.9922205209732056,1753,887
1120453.3428608703,644829.469215034,0.9922199249267578,190,789
1100563.3428608703,646099.469215034,0.9922188520431519,2179,916
1101173.3428608703,643789.469215034,0.9922186136245728,2118,685
1118033.3428608703,653459.469215034,0.9922184944152832,432,1652
1112583.3428608703,646639.469215034,0.9922170639038086,977,970
1121713.3428608703,646479.469215034,0.992216944694519,64,954
1101223.3428608703,656329.469215034,0.992216944694519,2113,1939
1120543.3428608703,641059.469215034,0.9922167062759399,181,412
1104953.3428608703,658289.469215034,0.9922161102294922,1740,2135
1116133.3428608703,643069.469215034,0.9922157526016235,622,613
1120603.3428608703,640799.469215034,0.992215633392334,175,386
1120923.3428608703,645249.469215034,0.9922152757644653,143,831
1121753.3428608703,655379.469215034,0.9922146797180176,60,1844
1109663.3428608703,640699.469215034,0.9922146797180176,1269,376
1121853.3428608703,657239.469215034,0.992214560508728,50,2030
1110263.3428608703,653599.469215034,0.9922143220901489,1209,1666
1100763.3428608703,656319.469215034,0.9922139644622803,2159,1938
1121073.3428608703,645159.469215034,0.9922130107879639,128,822
1121173.3428608703,641309.469215034,0.9922118186950684,118,437
1119363.3428608703,649089.469215034,0.9922116994857788,299,1215
1115553.3428608703,641459.469215034,0.9922109842300415,680,452
1112323.3428608703,637889.469215034,0.9922109842300415,1003,95
1121843.3428608703,657189.469215034,0.9922102689743042,51,2025
1120403.3428608703,644229.469215034,0.9922102689743042,195,729
1121583.3428608703,653669.469215034,0.9922101497650146,77,1673
1118773.3428608703,650429.469215034,0.9922095537185669,358,1349
1102953.3428608703,657359.469215034,0.9922095537185669,1940,2042
1121823.3428608703,647499.469215034,0.9922089576721191,53,1056
1112943.3428608703,646719.469215034,0.99220871925354,941,978
1120033.3428608703,651309.469215034,0.9922084808349609,232,1437
1107503.3428608703,654689.469215034,0.9922082424163818,1485,1775
1118503.3428608703,650389.469215034,0.9922081232070923,385,1345
1116923.3428608703,649679.469215034,0.9922080039978027,543,1274
1117973.3428608703,653389.469215034,0.9922078847885132,438,1645
1114163.3428608703,643479.469215034,0.9922076463699341,819,654
1101403.3428608703,655729.469215034,0.9922072887420654,2095,1879
1110133.3428608703,654249.469215034,0.9922069311141968,1222,1731
1101773.3428608703,656589.469215034,0.9922069311141968,2058,1965
1110243.3428608703,653619.469215034,0.9922064542770386,1211,1668
1122073.3428608703,646919.469215034,0.992206335067749,28,998
1115073.3428608703,640879.469215034,0.9922053813934326,728,394
1115093.3428608703,648409.469215034,0.9922051429748535,726,1147
1107593.3428608703,637359.469215034,0.992203950881958,1476,42
1118143.3428608703,653509.469215034,0.9922033548355103,421,1657
1120533.3428608703,640769.469215034,0.9922031164169312,182,383
1120563.3428608703,640709.469215034,0.9922019243240356,179,377
1114933.3428608703,648229.469215034,0.9922018051147461,742,1129
1122213.3428608703,647519.469215034,0.992201566696167,14,1058
1114783.3428608703,648129.469215034,0.9922014474868774,757,1119
1119343.3428608703,657689.469215034,0.9922006130218506,301,2075
1121123.3428608703,647089.469215034,0.9922003746032715,123,1015
1108613.3428608703,651179.469215034,0.9921997785568237,1374,1424
1108453.3428608703,651539.469215034,0.9921997785568237,1390,1460
1110413.3428608703,647369.469215034,0.9921994209289551,1194,1043
1119093.3428608703,637169.469215034,0.9921990633010864,326,23
1118193.3428608703,653559.469215034,0.9921990633010864,416,1662
1118643.3428608703,650339.469215034,0.9921989440917969,371,1340
1116263.3428608703,641589.469215034,0.9921988248825073,609,465
1118633.3428608703,648549.469215034,0.9921985864639282,372,1161
1121653.3428608703,647699.469215034,0.9921975135803223,70,1076
1105543.3428608703,649599.469215034,0.9921971559524536,1681,1266
1120403.3428608703,640799.469215034,0.992196798324585,195,386
1110803.3428608703,654669.469215034,0.992196798324585,1155,1773
1122183.3428608703,647609.469215034,0.9921966791152954,17,1067
1111153.3428608703,652449.469215034,0.9921964406967163,1120,1551
1118013.3428608703,653139.469215034,0.9921962022781372,434,1620
1119343.3428608703,657169.469215034,0.9921960830688477,301,2023
1119163.3428608703,654919.469215034,0.9921960830688477,319,1798
1112663.3428608703,637749.469215034,0.9921960830688477,969,81
1115603.3428608703,641469.469215034,0.9921956062316895,675,453
1115523.3428608703,642129.469215034,0.9921956062316895,683,519
1121753.3428608703,655419.469215034,0.9921952486038208,60,1848
1104623.3428608703,649049.469215034,0.9921942949295044,1773,1211
1115553.3428608703,641509.469215034,0.9921936988830566,680,457
1121783.3428608703,655269.469215034,0.9921935796737671,57,1833
1103563.3428608703,646859.469215034,0.9921929836273193,1879,992
1100413.3428608703,655399.469215034,0.9921927452087402,2194,1846
1117483.3428608703,651299.469215034,0.9921925067901611,487,1436
1117483.3428608703,655779.469215034,0.9921915531158447,487,1884
1101653.3428608703,656689.469215034,0.9921908378601074,2070,1975
1113473.3428608703,651359.469215034,0.9921904802322388,888,1442
1119243.3428608703,652989.469215034,0.9921897649765015,311,1605
1120293.3428608703,648729.469215034,0.9921891689300537,206,1179
1115983.3428608703,642959.469215034,0.9921889305114746,637,602
1109563.3428608703,652769.469215034,0.9921879768371582,1279,1583
1109633.3428608703,653029.469215034,0.9921878576278687,1272,1609
1109633.3428608703,652779.469215034,0.9921871423721313,1272,1584
1121813.3428608703,655339.469215034,0.9921854734420776,54,1840
1112713.3428608703,646529.469215034,0.9921852350234985,964,959
1118593.3428608703,648539.469215034,0.992185115814209,376,1160
1117313.3428608703,651689.469215034,0.9921849966049194,504,1475
1114223.3428608703,642799.469215034,0.9921849966049194,813,586
1104883.3428608703,637579.469215034,0.9921849966049194,1747,64
1119993.3428608703,644639.469215034,0.9921842813491821,236,770
1120473.3428608703,640819.469215034,0.9921841621398926,188,388
1112333.3428608703,656159.469215034,0.9921838045120239,1002,1922
1100643.3428608703,656089.469215034,0.9921838045120239,2171,1915
1121323.3428608703,644679.469215034,0.9921832084655762,103,774
1103893.3428608703,647479.469215034,0.9921826124191284,1846,1054
1114863.3428608703,648249.469215034,0.9921823740005493,749,1131
1122123.3428608703,647509.469215034,0.9921809434890747,23,1057
1115353.3428608703,648389.469215034,0.9921799898147583,700,1145
1119233.3428608703,657939.469215034,0.9921795129776001,312,2100
1112603.3428608703,656449.469215034,0.9921786785125732,975,1951
1118523.3428608703,657389.469215034,0.9921778440475464,383,2045
1119553.3428608703,647709.469215034,0.9921773672103882,280,1077
1118543.3428608703,648389.469215034,0.9921773672103882,381,1145
1112703.3428608703,646589.469215034,0.9921772480010986,965,965
1120393.3428608703,640809.469215034,0.9921771287918091,196,387
1118683.3428608703,650259.469215034,0.9921771287918091,367,1332
1119343.3428608703,657309.469215034,0.99217689037323,301,2037
1118113.3428608703,658359.469215034,0.9921764135360718,424,2142
1120303.3428608703,641289.469215034,0.9921762943267822,205,435
1118413.3428608703,658069.469215034,0.9921760559082031,394,2113
1110213.3428608703,651299.469215034,0.9921760559082031,1214,1436
1112943.3428608703,646749.469215034,0.992175817489624,941,981
1121283.3428608703,644759.469215034,0.9921756982803345,107,782
1116743.3428608703,637369.469215034,0.9921753406524658,561,43
1112713.3428608703,647429.469215034,0.9921752214431763,964,1049
1118043.3428608703,653449.469215034,0.9921748638153076,431,1651
1118013.3428608703,653439.469215034,0.9921739101409912,434,1650
1118603.3428608703,654369.469215034,0.9921733140945435,375,1743
1120843.3428608703,645159.469215034,0.992172122001648,151,822
1118783.3428608703,650569.469215034,0.9921720027923584,357,1363
1110663.3428608703,654619.469215034,0.9921715259552002,1169,1768
1109253.3428608703,655349.469215034,0.992171049118042,1310,1841
1102983.3428608703,647759.469215034,0.9921697378158569,1937,1082
1112393.3428608703,652119.469215034,0.9921693801879883,996,1518
1118443.3428608703,650269.469215034,0.992168664932251,391,1333
1114243.3428608703,642729.469215034,0.9921684265136719,811,579
1112523.3428608703,656229.469215034,0.9921680688858032,983,1929
1121173.3428608703,644929.469215034,0.992167592048645,118,799
1121123.3428608703,644999.469215034,0.9921672344207764,123,806
1122263.3428608703,647439.469215034,0.9921666383743286,9,1050
1121133.3428608703,647079.469215034,0.9921656847000122,122,1014
1117253.3428608703,646399.469215034,0.9921656847000122,510,946
1110553.3428608703,654399.469215034,0.9921649694442749,1180,1746
1121143.3428608703,644219.469215034,0.9921648502349854,121,728
1119153.3428608703,654899.469215034,0.9921640157699585,320,1796
1122203.3428608703,647509.469215034,0.9921625852584839,15,1057
1112433.3428608703,651949.469215034,0.9921613931655884,992,1501
1115683.3428608703,641469.469215034,0.9921611547470093,667,453
1104803.3428608703,648629.469215034,0.9921605587005615,1755,1169
1109703.3428608703,653009.469215034,0.9921597242355347,1265,1607
1120463.3428608703,644869.469215034,0.9921591281890869,189,793
1118023.3428608703,653449.469215034,0.9921588897705078,433,1651
1111773.3428608703,655659.469215034,0.9921584129333496,1058,1872
